text,emoji,target
"rt this to gain seventeen stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Today I asked my best friend to marry me ...,😘,😘
I just thought of this name <UNK> <UNK> <UNK> I know it ’ s not very good but I thought it would be funny lol,😂,😂
Coach <UNK>,🎂🎂,🎂
Gotta new snap what ’ s y ’ all names on there,👀,👀
And you would know <UNK> shit when you see it,😂,😂
"When you're the "" <UNK> person "" but yah with "" <UNK> person "" .",👍👍👍👏👏,👏
"With December around the corner , here's the ice <UNK> and <UNK> What's your favorite winter <UNK> …",😁,😁
OMG Ivory Ella is doing 50 % off,😫,😫
ไม ่ <UNK> #MissUniverse #THAILAND deserves her crown,👑,👑
Collin Sexton is leading Alabama ’ s 3 - man squad ( via,😳,😳
"Black ppl are being sold in Tripoli , Libya at $ 400 . widely to help let the world know to rescue fellow blacks .",💔,💔
Whatever <UNK>,😂😂😂😂😂,😂
Just a little reminder from our <UNK> love love love lang <UNK>,🤗💚,💚
I wonder how some ppl still <UNK> #HinaKhan ... ! ! ! Then I reach on a <UNK> # 1 they are just P …,😑😑😑😑😉😉😉😉,😉
° Someone I would die for : <UNK> before ° In <UNK> of <UNK> : <UNK> after ma …,💓,💓
It ’ s gone b like it never happened,‼,‼
rt this to gain seokjin stan mutuals ♡ follow everyone who rts this and make sure to follow back,🎀,🎀
to win : <UNK> <UNK> <UNK> ' <UNK> ' ( picking 3 ) have my notifications on to win,❄,❄
She really dkwtfgo,😂,😂
<UNK> vs <UNK> for <UNK> <UNK>,🎥,🎥
I ’ m always skeptical to try new things but after reading Katie ’ s story I was so inspired . She ’ s a,🙌🤓,🤓
""" watching you stand alone , all of my doubt <UNK> goes away . ONE . <UNK> . <UNK> . """,😭💕,💕
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
"I appreciate so much ... we need more people like him , people who like to spread love and respect",❤,❤
"LOL I love this , miss you and our <UNK>",😂❤💙,💙
"Ok now <UNK> , that performance today was good and <UNK> , but good season",✌,✌
Yung <UNK> sa <UNK> <UNK> should I go ? ? ? Or should I go ? ? ? <UNK> should we go ? Or should …,😢,😢
Shit <UNK> bc I've pulled that lie,👀💀💀,💀
Love and happiness,😍,😍
It's pretty <UNK> when the <UNK> keeps telling fans to stop throwing <UNK> on the field,😂😂,😂
spread,❤,❤
<UNK> will always be hilarious,😂,😂
"Paying it forward with 2 free iPhones , Beats by Dre , & MacBook Air . To enter to win : - 1 . Follow my Tw …",🔥💰,💰
- Lil baby you fine i was pulling up from half court on IG but i guess i air <UNK>,🤮🤫😂,😂
"I got you fam , <UNK> ( early ) Christmas",🎄🎉,🎉
"rt this to gain <UNK> stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Spent thanksgiving out in Dekalb with my stepdad family and I swear these kids a whole different,😂😂😂😂,😂
Thank you for making us feel good . It was an amazing tour . Until next time ...,🌹🍬,🍬
Smokin don't even numb the pain nomo a nigga be high & hurt,😂,😂
<UNK> a whole ass <UNK> before,😳,😳
Captain take my hand and lead me to the <UNK> land,💃💃💃💃,💃
Thank you for making me look <UNK> for the <UNK> event : Gorgeous <UNK> : Hair & make …,❤,❤
One of the best <UNK> classic games I ’ ve saw in a while ! ! !,💙💛🤞,🤞
Thats why half of y'all football players ain't gone <UNK> anyway,🤷♂🤷♂😂,😂
J . T . <UNK> is the first Ohio State <UNK> to ever win four starts vs,❌,❌
"rt this to gain bts stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Mfs would throw a fit if they knew who i was <UNK> with ..,😂,😂
<UNK> …,💖💖,💖
But he ain ’ t wrong,🤷♂,♂
I ’ m so used to not being allowed to go anywhere when I come home that now that I have a little <UNK> I <UNK> how to have,🤧,🤧
That's okay . Not bad not bad,👏👏,👏
<UNK> ? If you take that as <UNK> than you have issues,😂,😂
Video of the year,😂😂😂,😂
<UNK> <UNK>,😍,😍
to win : <UNK> <UNK> <UNK> VAULT must have my notifications on to win,⭐,⭐
I ️ just wanna know what <UNK> got for her birthday,🤔🤷♀,♀
me poppin ’ into your DMs after you retweet my pinned tweet,💌,💌
y ’ all ever been addicted to someone,😕,😕
"rt this to gain bts stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
<UNK> - Real <UNK> feat . Kodak Black [ Music Video ] ok <UNK>,📹,📹
Team I Swear .,👌💯,💯
I ’ m fr lmao but being <UNK> for a week is good enough for me,😂,😂
( NEW SONG ) $ <UNK> x <UNK>,™❤🎮,🎮
playing the <UNK> while it's <UNK>,☔,☔
Let me make a <UNK> <UNK> for your <UNK> this year ! <UNK> on <UNK>,♦,♦
#NewProfilePic,😜😜,😜
<UNK>,🌴⚽,⚽
“ Go ahead honey go get <UNK> ” “ You ’ re the one with no teeth in your mouth “ LMAO,😂💀,💀
"Two things . First , look how cute is . Second , OH MY <UNK> THEY LET ME BUY A <UNK> I'M SO HAPPY",😍😭🙌,🙌
<UNK> the,✨,✨
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
I just added this to my closet on Poshmark : <UNK> <UNK> <UNK> <UNK>,🎉💕,💕
Happy Birthday to the Young King of <UNK> Ohio . <UNK> <UNK>,👑,👑
"If you don ’ t work , you don ’ t eat",💯,💯
THIS IS MY NEW FAVORITE VIDEO,😂😂😂,😂
Thank you my,🤗,🤗
<UNK> Stadium <UNK> : <UNK> at <UNK> Kick Six Heart <UNK> Get on the <UNK> Start a Swag Su …,✔✔✔✔,✔
THIS <UNK> GAME <UNK> <UNK>,😂,😂
Hey fam please please help me out with my rt deal as every rt is I do rt x rt just comment your <UNK> …,❤,❤
Get that passport king,💪,💪
<UNK> the only place where you can go 15 miles over and mfs will still pass,🤔,🤔
Christmas ( A typical <UNK> christmas full version ),❄❄,❄
great off of everyone and everything . forever on my shit,🤙,🤙
Be somebody no one thought you could be,⚡,⚡
SELLING <UNK> ACCOUNT ! Limited ONLY ! <UNK> : <UNK> <UNK> me if u r interested !,😋📩🤗,🤗
Please and Like . I do <UNK> . <UNK> k RTs <UNK> Likes 500 saved accounts Ends on December 25 <UNK>,👑🌻🔥🌟✨,✨
SELLING <UNK> ACCOUNT ! Limited ONLY ! <UNK> : <UNK> <UNK> me if u r interested !,😋📩🤗,🤗
170922 #김남준 #RM,💙☔💜,💜
Thanks for <UNK> us to an interesting piece . For New <UNK> – what are the & <UNK> in this article .,🤞🚇,🚇
"rt this to gain wannaone stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
lol we was trying to Win not Fight but,🏌,🏌
Thank you ! I hope you girls feel better as well . It's definitely that time of year .,😞,😞
I Just Wanna Spoil You Until Ya Man Come Home From <UNK>,❤😔,😔
When I wake up happy for the first time in a while everyone else is in a bad mood,😔,😔
#몬스타엑스 #MONSTA_X #원호 #WONHO <UNK> #THE_CODE #DRAMARAMA Always with,🐰✨💜🌈,🌈
I HAD A <UNK> I HAD A DOG,😔😔😢😢😭😭😭🤕😠😠😠😠😠😠😠😠☹☹😧,😧
i hope she got her ass beaten by his stans after that fansign,🤐,🤐
"rt this to gain blackpink stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Excited to watch tonight ’ s new ! Having it recorded to watch with the family later ~ !,❤✨,✨
<UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> IN <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,☠🏁👩🌾,🌾
"<UNK> , pink <UNK> <UNK> ! ( Sorry",🙂🐥,🐥
12 <UNK> Turn It On See How Far the <UNK> Will Go Down Th …,🚨🚨🏋♂🏋♀💥▶,▶
damn right im upset but it damn sure ain ’ t no facts ! ?,😹,😹
Lol i was bored,😂😂😂😂,😂
This nigga <UNK> a play from <UNK> <UNK> and we know how that turns out,🗣,🗣
[ IG <UNK> ] ( via <UNK> 5 ),🎱,🎱
This man just threw the flag at the ref,😂,😂
Follow everyone who retweets,🎤,🎤
"I only have eyes for my boyfriend , all you others are",🤢🚮,🚮
Can ’ t wait to get my <UNK> back,🌚,🌚
ATTENTION : ... Don ’ t forget to take all the <UNK> you can get today . * slow <UNK> *,🗣,🗣
what <UNK> really <UNK> to <UNK> during <UNK>,😙😉,😉
"<UNK> fans talk so much shit till you say some bout them trees , then they all sensitive and shit",😂😂😭😂😭😂😭😂😭😂😭😭😭😂😂😂😭😂,😂
THIS THREAD <UNK>,👏👏👏,👏
Some ppl just have Such a good vibe <UNK> ... we can't Help it,🤷♂,♂
PM <UNK> at <UNK> <UNK> <UNK> in <UNK> . It was a GREAT SHOW . THANKS FOR THE LIVE <UNK>,❤,❤
I'm tearing up when Kyungsoo said ' my members I love you ' he rarely said it since he's not someone who easily …,😭😭😭😭,😭
Lol well how do yo I think I kept a man for so long lmao,👀😂,😂
"<UNK> is still undefeated , <UNK> us top 3 atleast <UNK>",😤😤💯,💯
Lol that time I wasn't even twitter only My TL is filled with <UNK> tweets man,😂😂😂😂🔫,🔫
<UNK> his smile make my days more <UNK> <UNK> #GOT7,😍,😍
Joy gives me feels Joy is the next sexy in black Nothing makes a woman more beautiful than the <UNK> that she i …,📸,📸
Sneak peak of ' Crystal Snow ' . Look like we're about to get Spring Day 2.0 !,😭,😭
I ’ m wife idgaf what any of y ’ all say and we can <UNK> if u think otherwise but <UNK>,💜😘,😘
You got my number <UNK> tomorrow,🤷♂,♂
"I love all these interesting "" characters "" . Now about "" the girlfriend "" ... Yeah , that surprise wasn't so nice .",😱,😱
Birthday tomorrow will be turnt till next Sunday,🤷♀,♀
I see <UNK> stories saying how nice it is to be home in <UNK> and it makes me so happy that I get to call it my home AND my school,🖤💛💙,💙
<UNK> <UNK> 1 month = 50 php 2 months = 80 php 3 months = 110 php ( <UNK> ) 1 year = <UNK> php <UNK> <UNK> …,❤❤❤,❤
"Get you a <UNK> , just not my <UNK>",😤💗,💗
Love youu <UNK> thank youuu,✨💓,💓
In the <UNK> <UNK>,😋,😋
Who ’ s <UNK> than cool ? <UNK> that ’ s who .,❄🔥,🔥
Need A Lil Baby Who <UNK> Listen,🤫💏,💏
I have not vote for mama for two weeks I feel so bad,😞,😞
Totally <UNK> . And it'll never be the same but <UNK> all the same,👍,👍
It's not #Christmas till you play some <UNK> on your road trip after #Thanksgiving,😂🎸🎶,🎶
My favourite <UNK> miss ever,💝,💝
Man ... In need of a good ole back massage,😩,😩
Off we go,😮,😮
"If you wanna be free , Let go and Let God",💕❣,❣
Halftime . #Clemson leads <UNK> over South Carolina . #ALLIN #CLEMvsSCAR,🐅🐾,🐾
Something about that <UNK> blue that makes me,😯💙,💙
shit I been through fucked my head up it fucked my mental,💯🎯,🎯
You can always find <UNK> with a big smile on her face .,😍,😍
<UNK> If I signed to anybody <UNK> b,💥💯💯💯,💯
A lil <UNK> for <UNK> and her new house ( ° w ° ) <UNK> <UNK>,🌟,🌟
<UNK> don ’ t like <UNK> <UNK> as all <UNK> ... personal opinion .,🤷♂,♂
This child is always so happy,😭💙,💙
They don't like us & we don't like them either ... it's forever up wit us <UNK> ... lit boys,🤷♂,♂
<UNK> goals with me <UNK> you go with the new <UNK> Mobile season Download for free now ! …,📱🎮⚽,⚽
rt this to gain yoongi stan mutuals ♡ follow everyone who rts this and make sure to follow back,🎀,🎀
I need trust I need a,🖤,🖤
"rt this to gain kpop stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Talk about taking the,☺,☺
“ I ’ ll get the wax for your nipples and my lip then ”,✅,✅
this all i need rn,😩,😩
<UNK> can ’ t hang !,🍎,🍎
<UNK> Crimson <UNK> brings you a <UNK> & <UNK> <UNK> read . When <UNK> first <UNK> the …,💖💖👄,👄
Appreciate that,💪,💪
Black Mirror is back,👀,👀
To all of our <UNK> <UNK> <UNK> fans that have cheered us on all season THANK YOU . <UNK>,💙🐑,🐑
"<UNK> oh well , good thing I didn ’ t give advice",😂😂,😂
<UNK> 20 <UNK> <UNK> . <UNK> x <UNK> <UNK>,🔥🔥🔥🔥🔥,🔥
Smokin don't even numb the pain nomo a nigga be high & hurt,😂,😂
everywhere .,🥚🥚,🥚
<UNK> : <UNK> til <UNK> : 47 ( 29m <UNK> ) .,♀,♀
"most of you are only good for sex anyway . <UNK> <UNK> get the fuck out of my face , nigga",😭,😭
"Thank you so much for everything , mahal ko",❤,❤
I can't read the lines w / o <UNK> voice at the back of my mind,😍😍,😍
now for all you uncultured ketchup eating mfs .. THIS is how you eat tamales,🗣🗣,🗣
<UNK> and pet all the ... <UNK> <UNK>,👀,👀
— pls rt — heated rush <UNK> <UNK> <UNK>,🍒❣❣,❣
When somebody tries to give you another plate of leftovers ( via rhojanee / Instagram ),😂,😂
<UNK> the,🌚🌚🌚🌚💀💀💀💀💀💀💀💀💀💀💀,💀
a kfan ’ s father destroyed all her goods and didn ’ t want her to go to the concert so she even had to sell her elyx …,😭,😭
""" It's GREAT to be an EAGLE on a Saturday night after a BIG WIN ! "" - #ShowUpShowOut",🦅,🦅
I'm still on the block holding Fajita the French bulldog,💔,💔
"Alabama lost to Auburn and LSU beat Auburn this season . LSU lost to <UNK> . Man , I'm just weak at this football season",😂,😂
My dog has decided to be little <UNK> instead of sleeping at my feet tonight .,☺💕,💕
am I the only one who really <UNK> <UNK> scenes . <UNK> <UNK>,😂😂,😂
"50 % Black Friday Extended FREE Use Code : "" BLKFRI "" to save an extra 20 % OFF ! ( Limited …",💥💥🔥🔥🌎🌎😍🙌,🙌
"rt this to gain blackpink stan mutuals , follow everyone who retweets this and make sure to follow back",🎀,🎀
Here ’ s how the Thanksgiving video REALLY went down so thankful for y ’ all !,😂,😂
Congrats,💍🏆,🏆
regranned from <UNK> - Nice time with my friend <UNK> ! <UNK> …,➡,➡
“ <UNK> ” by,⚡,⚡
random questions ; a thread • rt if joining • quote your answer • don't,🍀,🍀
"<UNK> , love is such a beautiful",❤❤,❤
"Yea yea lol , thank you",💕,💕
Police all across America are LIVE right now ! #LivePD,🚓📺,📺
My cousin ’ s reaction to the <UNK> game,😍😂,😂
I wanna try to go on a bar then drink with music <UNK> <UNK> ko,😍,😍
War <UNK>,😂,😂
you are so right !,🤣🤣🤣,🤣
I didn ’ t want to <UNK> them while they were eating so I didn ’ t even say hi to them haha,😅,😅
Clown alert,🤡🚨👇,👇
"Black ppl are being sold in Tripoli , Libya at $ 400 . widely to help let the world know to rescue fellow blacks .",💔,💔
"Cyber Monday , shop with <UNK> in",🎄,🎄
now for all you uncultured ketchup eating mfs .. THIS is how you eat tamales,🗣🗣,🗣
YOO Ivory Ella is doing 50 % off,😁,😁
I went on a lil <UNK> about Mexico pero <UNK> <UNK> ? ?,😂,😂
this <UNK> and <UNK> party or <UNK> air,🤔,🤔
unknown : Mareep til <UNK> : <UNK> ( 25m <UNK> ) .,♀,♀
Kyrie dropped Darren Collison .,👀🔥,🔥
And just like that Georgia Tech is done for the year ! Better luck next time,👌,👌
When the only person you know at the party is social anxiety ... and you find someone else with it,😂,😂
This is where they got the idea for <UNK>,😋🍑,🍑
Happy Birthday TOOO MEE,💖👑💋😘,😘
"dm me for <UNK> music , <UNK> , social media , business , clothing , etc i also sell 500 followers for 8 $",✨♥,♥
Finally change your hair,💜,💜
With an <UNK> <UNK>,🙌,🙌
Or is da truth but you won't know,😜,😜
Relationship <UNK> : [ ] Single [ ] <UNK> [ ] In a relationship <UNK> <UNK> lang,✔,✔
<UNK> league such a <UNK> film . Can ’ t believe I just <UNK> my money,😩,😩
Good luck from the <UNK> <UNK> ! ! All the way to state !,👏👏👏,👏
I think only in Modi ’ s India but in everyone ’ s <UNK> . Same situation and even worse too .,👇👇👇,👇
Dabo out here acting like a <UNK> but he ’ s so classy though,🤷♀,♀
No filter and it couldn't be more perfect,😍,😍
